"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"VERCNXNT","journalArticle","2015","Resnik, David B.; Wager, Elizabeth; Kissling, Grace E.","Retraction policies of top scientific journals ranked by impact factor","Journal of the Medical Library Association : JMLA","","1536-5050, 1558-9439","10.3163/1536-5050.103.3.006","http://www.ncbi.nlm.nih.gov/pmc/articles/PMC4511053/","Objective: This study gathered information about the retraction policies of the top 200 scientific journals, ranked by impact factor. Methods: Editors of the top 200 science journals for the year 2012 were contacted by email. Results: One hundred forty-seven journals (74%) responded to a request for information. Of these, 95 (65%) had a retraction policy. Of journals with a retraction policy, 94% had a policy that allows the editors to retract articles without authors’ consent. Conclusions: The majority of journals in this sample had a retraction policy, and almost all of them would retract an article without the authors’ permission.","2015-07","2019-11-10 17:45:40","2021-06-11 19:57:29","2019-11-10 16:21:02","136-139","","3","103","","","","","","","","","","en","","","","","Crossref","","","","/Users/jodi/Zotero/storage/Y3ZDWS3U/_EPPI-Reviewer Coding Report.pdf; /Users/jodi/Zotero/storage/ICWC8NW6/Resnik et al. - 2015 - Retraction policies of top scientific journals ran.pdf","","EPPI Reviewer Article; journal/publication practices in retraction; RetractionReviewBib-v1-2020-10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZSCYLCSP","journalArticle","2008","Redman, B K; Yarandi, H N; Merz, J F","Empirical developments in retraction","Journal of Medical Ethics","","0306-6800","10.1136/jme.2007.023069","http://jme.bmj.com/cgi/doi/10.1136/jme.2007.023069","","2008-11-01","2019-11-10 17:45:40","2021-06-11 19:57:29","2019-11-10 16:20:59","807-809","","11","34","","","","","","","","","","en","","","","","Crossref","","","","/Users/jodi/Zotero/storage/U464BIQR/_EPPI-Reviewer Coding Report.pdf; /Users/jodi/Zotero/storage/H4HQQLCC/Redman et al. - 2008 - Empirical developments in retraction.pdf","","citation studies; EPPI Reviewer Article; reasons for retraction; RetractionReviewBib-v1-2020-10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"G7FRW5HE","journalArticle","2012","Stretton, Serina; Bramich, Narelle J.; Keys, Janelle R.; Monk, Julie A.; Ely, Julie A.; Haley, Cassandra; Woolley, Mark J.; Woolley, Karen L.","Publication misconduct and plagiarism retractions: a systematic, retrospective study","Current Medical Research and Opinion","","0300-7995, 1473-4877","10.1185/03007995.2012.728131","http://www.tandfonline.com/doi/full/10.1185/03007995.2012.728131","Objectives: To investigate whether plagiarism is more prevalent in publications retracted from the medical literature when first authors are affiliated with lower-income countries versus higher-income countries. Secondary objectives included investigating other factors associated with plagiarism (e.g., national language of the first author’s country affiliation, publication type, journal ranking). Design: Systematic, controlled, retrospective, bibliometric study. Data source: Retracted publications dataset in MEDLINE (search filters: English, human, January 1966–February 2008). Data selection: Retracted misconduct publications were classified according to the first author’s country affiliation, country income level, and country national language, publication type, and ranking of the publishing journal. Standardised definitions and data collection tools were used; data were analysed (odds ratio [OR], 95% confidence limits [CL], chi-squared tests) by an independent academic statistician. Results: Of the 213 retracted misconduct publications, 41.8% (89/213) were retracted for plagiarism, 52.1% (111/ 213) for falsification/fabrication, 2.3% (5/213) for author disputes, 2.3% (5/213) for ethical issues, and 1.4% (3/213) for unknown reasons. The OR (95% CL) of plagiarism retractions (other misconduct retractions as reference) were higher (P50.001) for first authors affiliated with lower-income versus higher-income countries (15.4 [4.5, 52.9]) and with non-English versus English national language countries (3.2 [1.8, 5.7]), for non-original research versus original research publications (8.4 [3.3, 21.3]), for case reports and series versus other original research types (4.2 [1.4, 13.0]), and for publications in low-ranked versus high-ranked journals (4.9 [2.4, 9.9]). Up until 2012, there were significantly (P50.007) fewer ‘serial offenders’ (first authors with 41 retraction) with publications retracted for plagiarism (11.5%, 9/78) than other types of misconduct (28.9%, 24/83). Conclusions: This is the first study to demonstrate that publications retracted for plagiarism are significantly associated with first authors affiliated with lower-income countries. These findings have implications for developing appropriate evidence-based strategies and allocation of resources to help mitigate plagiarism misconduct.","2012-10","2019-11-10 17:45:40","2021-06-11 19:57:29","2019-11-10 16:20:43","1575-1583","","10","28","","","Publication misconduct and plagiarism retractions","","","","","","","en","","","","","Crossref","","","","/Users/jodi/Zotero/storage/KUPUIEUX/_EPPI-Reviewer Coding Report.pdf; /Users/jodi/Zotero/storage/PV32M43A/Stretton et al. - 2012 - Publication misconduct and plagiarism retractions.pdf","","EPPI Reviewer Article; RetractionReviewBib-v1-2020-10; systematic reviews of retracted papers - reason related","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P6P7TYV9","journalArticle","2014","Stern, Andrew M; Casadevall, Arturo; Steen, R Grant; Fang, Ferric C","Financial costs and personal consequences of research misconduct resulting in retracted publications","eLife","","2050-084X","10.7554/eLife.02956","https://elifesciences.org/articles/02956","","2014-08-14","2019-11-10 17:45:40","2021-06-11 19:57:29","2019-11-10 16:20:40","","","","3","","","","","","","","","","en","","","","","Crossref","","","","/Users/jodi/Zotero/storage/DNIY2WLU/_EPPI-Reviewer Coding Report.pdf; /Users/jodi/Zotero/storage/YL5SKGYA/Stern et al. - 2014 - Financial costs and personal consequences of resea.pdf","","authors of retracted papers; econometric studies of retraction; EPPI Reviewer Article; field impact; RetractionReviewBib-v1-2020-10; revisit","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BLGAHT5K","journalArticle","2013","Steen, R Grant; Casadevall, Arturo; Fang, Ferric C","Why has the number of scientific retractions increased?","PLOS ONE","","","","","Background: The number of retracted scientific publications has risen sharply, but it is unclear whether this reflects an increase in publication of flawed articles or an increase in the rate at which flawed articles are withdrawn. Methods and Findings: We examined the interval between publication and retraction for 2,047 retracted articles indexed in PubMed. Time-to-retraction (from publication of article to publication of retraction) averaged 32.91 months. Among 714 retracted articles published in or before 2002, retraction required 49.82 months; among 1,333 retracted articles published after 2002, retraction required 23.82 months (p,0.0001). This suggests that journals are retracting papers more quickly than in the past, although recent articles requiring retraction may not have been recognized yet. To test the hypothesis that time-to-retraction is shorter for articles that receive careful scrutiny, time-to-retraction was correlated with journal impact factor (IF). Time-to-retraction was significantly shorter for high-IF journals, but only ,1% of the variance in time-toretraction was explained by increased scrutiny. The first article retracted for plagiarism was published in 1979 and the first for duplicate publication in 1990, showing that articles are now retracted for reasons not cited in the past. The proportional impact of authors with multiple retractions was greater in 1972–1992 than in the current era (p,0.001). From 1972–1992, 46.0% of retracted papers were written by authors with a single retraction; from 1993 to 2012, 63.1% of retracted papers were written by single-retraction authors (p,0.001). Conclusions: The increase in retracted articles appears to reflect changes in the behavior of both authors and institutions. Lower barriers to publication of flawed articles are seen in the increase in number and proportion of retractions by authors with a single retraction. Lower barriers to retraction are apparent in an increase in retraction for ‘‘new’’ offenses such as plagiarism and a decrease in the time-to-retraction of flawed work.","2013","2019-11-10 17:45:40","2021-06-11 19:57:29","","9","","7","8","","","","","","","","","","en","","","","","Zotero","","","","/Users/jodi/Zotero/storage/97GVH95N/_EPPI-Reviewer Coding Report.pdf; /Users/jodi/Zotero/storage/XEQWJA29/Steen et al. - 2013 - Why Has the Number of Scientific Retractions Incre.pdf","","EPPI Reviewer Article; rate of retraction; RetractionReviewBib-v1-2020-10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WDN4PI3Y","journalArticle","2012","Steen, R Grant","Retractions in the medical literature: how can patients be protected from risk?","Journal of Medical Ethics","","","","http://www.jstor.org/stable/23215468","Background Medical research so flawed as to be However, COOPERATE was eventually retracted retracted may put patients at risk by influencing treatments. because, ""the trial had not been approved by the ethics committee... the involvement of a statisti Objective To explore hypotheses that more patients are cian could not be verified... [and] the trial was put at risk if a retracted paper appears in a journal with not a double-blind study, because [the principal a high impact factor (IF) so that the paper is widely read; investigator] knew the treatment allocation""6 is written by a 'repeat offender' author who has Despite early indications that the COOPERATE produced other retracted research; or is a clinical trial. trial might be flawed, combination therapy was Methods English language papers (n=788) retracted widely accepted by expert clinicians.7 Yet problems from the PubMed database between 2000 and 2010 eventually cropped up; another RCT concluded that were evaluated. Only those papers retracting research combination therapy can be associated with more with humans or freshly derived human material were included; 180 retracted primary papers (22.8%) met frequent adverse events than monotherapy, with no increase in patient benefit.8 Combination inclusion criteria. Subjects enrolled and patients treated therapy to prevent kidney failure may reduce were tallied, both in the retracted primary studies and in proteinuria more than monotherapy, but may also 851 secondary studies that cited a retracted primary worsen major renal outcomes.9 Diabetics with paper. stage 1 hypertension fared worse with combination Results Retracted papers published in high-IF journals therapy than monotherapy,10 and patients with left were cited more often (p=0.0004) than those in low-IF ventricular dysfunction had an increased risk of journals, but there was no difference between high- and adverse events on combination therapy, relative to low-IF papers in subjects enrolled or patients treated. ACE inhibitor therapy alone, with no survival Retracted papers published by 'repeat offender' authors benefit.11 Nevertheless, a recent population-based did not enrol more subjects or treat more patients than papers by one-time offenders, nor was there a difference in number of citations. However, retracted clinical trials treated more patients (p=0.0002) and inspired study found that elderly patients with no risk factors are still being prescribed combination therapy, though these patients may have an increased risk of adverse renal outcomes.12 The Wall secondary studies that put more patients at risk (p=0.0019) than did other kinds of medical research. Street Journal recently estimated that well over 100000 patients have received combination Conclusions If the goal is to minimise risk to patients, the appropriate focus is on clinical trials. Clinical trials form the foundation of evidence-based medicine; hence,","2012","2019-11-10 17:45:40","2021-06-11 19:57:29","","228-232","","4","38","","","","","","","","","","en","","","","","Zotero","","","","/Users/jodi/Zotero/storage/3F8FD9JA/_EPPI-Reviewer Coding Report.pdf; /Users/jodi/Zotero/storage/TMB8B558/Steen - 2012 - Retractions in the medical literature how can pat.pdf","","characteristics of retracted papers - database perspective; citation studies; EPPI Reviewer Article; RetractionReviewBib-v1-2020-10; revisit","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"W37TZXCL","journalArticle","2011","Steen, R Grant","Retractions in the scientific literature: do authors deliberately commit research fraud?","Journal of Medical Ethics","","0306-6800","10.1136/jme.2010.038125","http://jme.bmj.com/cgi/doi/10.1136/jme.2010.038125","Methods All 788 English language research papers involve authors from the USA.3 retracted from the PubMed database between 2000 and Nevertheless, an apparently clustered distribu 2010 were evaluated. Data pertinent to each retractedtion could result from a subset of deliberately paper were abstracted from the paper and the reasonfs raudulent (non-random) authors in the context of for retraction were derived from the retraction notice anda larger set of authors who made inadvertent dichotomised as fraud or error. Data for each retracted (random) errors resulting in article retraction. This article were entered in an Excel spreadsheet for analysism. odel suggests that fraudulent papers are funda Results Journal IF was higher for fraudulent papers mentally different from erroneous papers, perhaps (p<0.001). Roughly 53% of fraudulent papers were in a way that will give insight into the motivation written by a first author who had written other retractedof fraudulent authors. A study was therefore papers ('repeat offender'), whereas only 18% of undertaken to test the 'deliberate fraud' hypothesis erroneous papers were written by a repeat offender that some authors deliberately commit research (X=88.40; p<0.0001). Fraudulent papers had more fraud. It is predicted that, compared with authors authors (p<0.001) and were retracted more slowly thanwho produce erroneous papers, authors who erroneous papers (p<0.005). Surprisingly, there was produce fraudulent papers specifically target jour significantly more fraud than error among retracted nals with a high IF, have other fraudulent publica papers from the USA (x2=8.71; p<0.05) compared tions, diffuse personal responsibility across a large with the rest of the world. number of co-authors, delay retracting the paper Conclusions This study reports evidence consistent and collaborate with a cohort of co-authors who with the 'deliberate fraud' hypothesis. The results","2011-02-01","2019-11-10 17:45:40","2021-06-11 19:57:29","2019-11-10 16:20:33","113-117","","2","37","","","Retractions in the scientific literature","","","","","","","en","","","","","Crossref","","","","/Users/jodi/Zotero/storage/DQPJ92CV/_EPPI-Reviewer Coding Report.pdf; /Users/jodi/Zotero/storage/J435TXYC/Steen - 2011 - Retractions in the scientific literature do autho.pdf","","EPPI Reviewer Article; geographic comparison; RetractionReviewBib-v1-2020-10; revisit","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QAPJULPF","journalArticle","2011","Steen, R Grant","Retractions in the scientific literature: is the incidence of research fraud increasing?","Journal of Medical Ethics","","","","http://www.jstor.org/stable/23034798","Background Scientific papers are retracted for many tions of bias may be an ineffective means to study Communications Consultants, LLC 103 Van Doren Place, reasons including fraud (data fabrication or falsificationt) he integrity of the scientific enterprise. If the goal Chapel Hill, NC 27517, USA;or error (plagiarism, scientific mistake, ethical problemsi)s. to characterise the veracity of science, it may be g_steen_medicc@yahoo.comGrowing attention to fraud in the lay press suggests thamt ore useful to examine papers that have been the incidence of fraud is increasing. retracted from the literature to determine the Received 18 October 2010 Methods The reasons for retracting 742 English reasons for retraction.4 5 This approach may be Accepted 5 November Published Online First 2010 language research papers retracted from the PubMed more objective than other approaches; bias is often 24 December 2010 database between 2000 and 2010 were evaluated. in the eye of the beholder,6 whereas retraction is Reasons for retraction were initially dichotomised as akin to the death of a paper—an unambiguous end fraud or error and then analysed to determine specific point.7 reasons for retraction. We postulate that the media focus on the integ Results Error was more common than fraud (73.5% of rity of science is a rational response to an actual papers were retracted for error (or an undisclosed increase in the rate of retraction. Our hypothesis is reason) vs 26.6% retracted for fraud). Eight reasons for that the incidence of research fraud has indeed retraction were identified; the most common reason was increased in recent years. scientific mistake in 234 papers (31.5%), but 134 papers (18.1%) were retracted for ambiguous reasons. METHODS Fabrication (including data plagiarism) was more Every research paper that was noted as retracted in common than text plagiarism. Total papers retracted per the PubMed database from 2000 to 2010 was year have increased sharply over the decade (r=0.96; evaluated.4 PubMed was searched on 22 January p<0.001), as have retractions specifically for fraud 2010 using the limits of 'items with abstracts, (r=0.89; p<0.001). Journals now reach farther back in retracted publication, English.' A total of 788 time to retract, both for fraud (r=0.87; p<0.001) and for retracted papers were identified, all of which were scientific mistakes (r=0.95; p<0.001). Journals often exported from PubMed and saved as a text file fail to alert the naive reader; 31.8% of retracted papers (available upon request). Formal retraction notices were not noted as retracted in any way. could not be obtained for 46 papers (5.8% of all Conclusions Levels of misconduct appear to be higher retracted papers), so the reason these papers were than in the past. This may reflect either a real increase in retracted cannot be assessed.5 the incidence of fraud or a greater effort on the part of","2011","2019-11-10 17:45:40","2021-06-11 19:57:29","","249-253","","4","37","","","","","","","","","","en","","","","","Zotero","","","","/Users/jodi/Zotero/storage/E2EUBV25/_EPPI-Reviewer Coding Report.pdf; /Users/jodi/Zotero/storage/3JC5IM8E/Steen - 2011 - Retractions in the scientific literature is the i.pdf","","EPPI Reviewer Article; rate of retraction; RetractionReviewBib-v1-2020-10; revisit","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XFHQJDLZ","journalArticle","2019","Suelzer, Elizabeth M.; Deal, Jennifer; Hanus, Karen L.; Ruggeri, Barbara; Sieracki, Rita; Witkowski, Elizabeth","Assessment of citations of the retracted article by Wakefield et al with fraudulent claims of an association between vaccination and autism","JAMA Network Open","","2574-3805","10.1001/jamanetworkopen.2019.15552","https://jamanetwork.com/journals/jamanetworkopen/fullarticle/2755486","OBJECTIVES To examine the characteristics of citations from scholarly literature that reference the 1998 article by Wakefield et al and to investigate whether authors are accurately citing retracted references. DESIGN, SETTING, AND PARTICIPANTS In this cross-sectional bibliographic analysis of the scholarly publications that cited a 1998 article by Wakefield et al, cited references were collected from a Web of Science Core Collection search performed on March 11, 2019. A total of 1211 articles were identified, with 58 citing works excluded because they were non–English-language publications or the citation to the study by Wakefield et al could not be located by reviewers. Citing works consisted of books, research articles, letters, editorials, news items, and other scholarly literature. Citations to the article by Wakefield et al were identified and analyzed by 2 reviewers in a blinded screening. Reviewers assigned a characteristic to each citation and indicated whether the retraction was documented. MAIN OUTCOMES AND MEASURES The characteristics of citations to the article by Wakefield et al, were categorized as negative, affirmative, or contrastive; if not, persuasive; and if not, assumptive, perfunctory, methodologic, or conceptual. Whether the partial retraction or notice of retraction was included in the citing work was also documented. RESULTS Among the 1153 citing works included in this analysis, the most common citation characteristics were negative (838 [72.7%]) followed by perfunctory (106 [9.2%]) and affirmative (94 [8.2%]). A total of 123 of 322 citing works (38.2%) published between 2005 and 2010 documented the partial retraction. After the notice of retraction was published in 2010, the percentage of citing works that documented the partial retraction and/or notice of retraction between 2011 and 2018 increased to 360 of 502 (71.7%). CONCLUSIONS AND RELEVANCE Since the article by Wakefield et al was initially published, authors have mostly negated the findings of the study. A significant number of authors did not document retractions of the article by Wakefield et al. The findings suggest that improvements are needed from publishers, bibliographic databases, and citation management software to ensure that retracted articles are accurately documented.","2019-11-15","2019-11-17 22:26:35","2021-06-11 19:57:29","2019-11-17 22:26:35","e1915552","","11","2","","JAMA Netw Open","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/jodi/Zotero/storage/7QS8AA6K/Suelzer et al. - 2019 - Assessment of citations of the retracted article b.pdf; /Users/jodi/Zotero/storage/ZS4MHMVF/suelzer_2019_oi_190588.pdf","","citation studies; RetractionReviewBib-v1-2020-10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"T7C7MYAQ","journalArticle","2020","Halevi, Gali","Why articles in arts and humanities are being retracted?","Publishing Research Quarterly","","1936-4792","10.1007/s12109-019-09699-9","https://doi.org/10.1007/s12109-019-09699-9","This article describes some of the characteristics of retracted articles in Arts and Humanities. A total 129 retracted articles in Arts and Humanities journals were identified using Retraction Watch and Scopus and then analyzed. The analysis shows that the main reasons for retracting Arts and Humanities articles is recycling and plagiarism. The analysis also shows that retracted articles continue to be read, downloaded and cited as well as mentioned in social media channels.","2020","2019-12-11 14:57:20","2021-06-11 21:05:01","2019-12-11 14:57:20","55-62","","","36","","Pub Res Q","","","","","","","","en","","","","","Springer Link","","","","/Users/jodi/Zotero/storage/I92JVIMM/Halevi - 2019 - Why Articles in Arts and Humanities Are Being Retr.pdf","","RetractionReviewBib-v1-2020-10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QIVHRXV4","journalArticle","2020","Dal-Ré, Rafael","Analysis of biomedical Spanish articles retracted between 1970 and 2018 [Análisis de los artículos españoles de biomedicina retractados entre 1970 y 2018]","Medicina Clínica","","0025-7753","10.1016/j.medcli.2019.04.018","http://www.sciencedirect.com/science/article/pii/S0025775319303458","Resumen Antecedentes y objetivo Analizar los artículos retractados por irregularidades de los autores contribuye a conocer el estado de la integridad científica de una disciplina o un país. La base de datos Retraction Watch (RW) es la que contiene más artículos retractados a nivel mundial. El objetivo fue conocer las razones y características de los artículos retractados de biomedicina de autores españoles. Material y métodos Se realizó una búsqueda en la base de datos RW de 7 tipos de artículos científicos de 9 disciplinas de biomedicina —biología, genética, medicina, microbiología, neurociencias, nutrición, odontología, salud pública y toxicología—, con al menos un autor que trabajase en un centro español, publicados en 1970-2018. Se registraron las características de los artículos y las razones de su retractación. Resultados De los 18.621 artículos retractados, 217 (1%) lo eran de españoles; 155 (74%) eran de biomedicina y de los tipos de artículos de interés. En la mayoría, hubo varias razones para retractar el artículo. La mala práctica en la investigación (fabricación, falsificación, plagio) y la duplicación estaban involucradas en el 25% y el 35% de los casos, respectivamente. Solo el 22% de los artículos se retractaron por errores de los autores o de las revistas. Un odontólogo retractó 18 artículos —todos de la misma revista y en el mismo año, 2018—, lo que supone el 12% de todos los artículos retractados de biomedicina. Conclusión El número de artículos retractados de autores españoles en biomedicina es bajo. La mala práctica científica es una razón frecuentemente involucrada, con un porcentaje similar de artículos retractados por errores involuntarios. Background and objective To analyse articles retracted due to irregularities by authors helps to determine the state of scientific integrity of a discipline or country. The Retraction Watch (RW) database is the largest worldwide database on retracted articles. The objective was to determine the reasons for and features of retracted biomedical articles by Spanish authors. Material and methods A search was conducted in the RW database of 7 types of scientific articles from 9 biomedicine disciplines −biology, genetics, medicine, microbiology, neurosciences, nutrition, dentistry, public health and toxicology−, with at least one author working in a Spanish centre, and published between 1970 and 2018. The features of the articles and the reasons for their retraction were recorded. Results Of the 18,621 retracted articles, 217 (1%) were by Spanish authors; 155 (74%) were on biomedicine and the types of articles of interest. In most cases, there were several reasons for retracting an article. Research misconduct (fabrication, falsification, plagiarism) and duplication were involved in 25% and 35% of the cases, respectively. Twenty-two percent of the articles were retracted due to errors by the authors or the journals. A dentist retracted 18 articles −all from the same journal and in the same year, 2018−, which accounts for 12% of all retracted biomedicine articles. Conclusion The number of retracted biomedicine articles by Spanish authors is low. Research misconduct was a frequent reason, with a similar percentage of articles retracted due to honest errors.","2020","2019-12-30 16:11:57","2021-06-11 21:00:00","2019-12-30 16:11:57","125-130","","4","154","","Medicina Clínica","","","","","","","","en","","","","","ScienceDirect","","Online June 22, 2019","","/Users/jodi/Zotero/storage/59545B4N/_EPPI-Reviewer Coding Report.pdf; /Users/jodi/Zotero/storage/72H3LALH/Dal-Ré - 2019 - [Analysis of biomedical Spanish articles retracted.pdf; /Users/jodi/Zotero/storage/4IPKHSB6/S0025775319303458.html","","RetractionReviewBib-v1-2020-10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZQBSLF43","journalArticle","2020","Vuong, Quan-Hoang","The limitations of retraction notices and the heroic acts of authors who correct the scholarly record: An analysis of retractions of papers published from 1975 to 2019","Learned Publishing","","1741-4857","10.1002/leap.1282","https://onlinelibrary.wiley.com/doi/abs/10.1002/leap.1282","While researchers with retracted papers – publications that are withdrawn because of significant errors or scientific misconduct – carry a permanent stain on their publishing records, understanding the causes and initiators of such retractions can shed a different light on the matter. This paper, based on a random sample of 2,046 retracted papers, which were published between 1975 and 2019, extracted from Retraction Watch and the websites of major publishers, shows that 53% of the retraction notices do not specify who initiated the retraction. Nearly 10% of the retraction notes either omit or do not contain information related to reasons for retractions. Furthermore, most of the retracted papers in our sample have no limitation section; those who do are commonly unhelpful or irrelevant. The results carry three implications for scientific transparency: retraction notices need to be more informative; limitation sections ought to be a required and even an open section of all published articles; and finally, promoting ‘heroic acts’ in science can positively change the current publishing culture.","2020","2019-12-31 22:25:18","2021-06-11 19:57:29","2019-12-31 22:25:18","119-130","","2","33","","","The limitations of retraction notices and the heroic acts of authors who correct the scholarly record","","","","","","","en","© 2019 The Author(s). Learned Publishing © 2019 ALPSP.","","","","Wiley Online Library","","","","/Users/jodi/Zotero/storage/MGVRNMVI/_EPPI-Reviewer Coding Report.pdf; /Users/jodi/Zotero/storage/EQKN87YV/Vuong - The limitations of retraction notices and the hero.pdf; /Users/jodi/Zotero/storage/3XIIWGJ2/leap.html","","assessment of retraction notice quality; RetractionReviewBib-v1-2020-10; revisit","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"J52Y5VAW","journalArticle","2020","AlRyalat, Saif Aldeen; Azzam, Muayad; Massad, Abdallah; Alqatawneh, Dana","Retractions of research papers by authors from the Arab region (1998-2018)","European Science Editing","","2518-3354, 0258-3127","10.3897/ese.2020.e51002","https://ese.arphahub.com/article/51002/","Objective:               To provide an overview of retractions of research papers contributed by authors from the Arab region.                                         Method:               Papers in which the first author was affiliated to an Arabian country were selected from the Retraction Watch database covering the period 1 January 1998 to 31 December 2018. The retrieved records were divided into nine categories based on the reasons for retraction.                                         Results:               The search yielded 322 retractions, and the most frequent reason for retraction was plagiarism (34.5%). The median time from publication to retraction was 14 (25%-75% percentile 5-30) months. The number of papers retracted each year as well as the number of papers published in a given year but subsequently retracted increased steadily over the 21 years. The proportion of retracted papers to the total number of published papers (0.17%) was higher than the global proportion and was the highest for Algeria (1%) and the lowest for Lebanon (0.03%). Of the countries within the Arab region, 12 out of 14 countries showed either plagiarism or duplication as the most common reason for retraction; however, the countries differed in terms of the number of retractions and the time from publishing to retraction.                                         Conclusion:               Plagiarism was the most common cause of retraction in the Arab countries. The increase in the number of papers retracted each year was probably because searches now extend farther in the past, whereas the increase in the number of papers published in a given year but subsequently retracted can be attributed to the overall increase in the number of papers published.","2020-02-18","2020-03-24 21:04:39","2021-06-11 19:57:29","2020-03-24 21:04:39","e51002","","","46","","ESE","","","","","","","","","","","","","DOI.org (Crossref)","","","","/Users/jodi/Zotero/storage/QC67CD8T/Aldeen AlRyalat et al. - 2020 - Retractions of research papers by authors from the.pdf","","RetractionReviewBib-v1-2020-10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CI6TTDUA","journalArticle","2020","Vuong, Quan-Hoang; La, Viet-Phuong; Ho, Manh-Tung; Vuong, Thu-Trang; Ho, Manh-Toan","Characteristics of retracted articles based on retraction data from online sources through February 2019","Science Editing","","2288-8063, 2288-7474","10.6087/kcse.187","http://escienceediting.org/journal/view.php?doi=10.6087/kcse.187","Purpose: Although retractions are commonly considered to be negative, the fact remains that they play a positive role in the academic community. For instance, retractions help scientific enterprise perform its self-correcting function and provide lessons for future researchers; furthermore, they represent the fulfillment of social responsibilities, and they enable scientific communities to offer better monitoring services to keep problematic studies in check. This study aims to provide a thorough overview of the practice of retraction in scientific publishing from the first incident to the present.Methods: We built a database using SQL Server 2016 and homemade artificial intelligence tools to extract and classify data sources including RetractionWatch, official publishers’ archives, and online communities into ready-to-analyze groups and to scan them for new data. After data cleaning, a dataset of 18,603 retractions from 1,753 (when the first retracted paper was published) to February 2019, covering 127 research fields, was established.Results: Notable retraction events include the rise in retracted articles starting in 1999 and the unusual number of retractions in 2010. The Institute of Electrical and Electronics Engineers, Elsevier, and Springer account for nearly 60% of all retracted papers globally, with Institute of Electrical and Electronics Engineers contributing the most retractions, even though it is not the organization that publishes the most journals. Finally, reasons for retraction are diverse but the most common is “fake peer review”.Conclusion: This study suggests that the frequency of retraction has boomed in the past 20 years, and it underscores the importance of understanding and learning from the practice of retracting scientific articles.","2020-02-20","2020-03-24 21:05:25","2021-06-11 19:57:29","2020-03-24 21:05:25","34-44","","1","7","","Sci Ed","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/jodi/Zotero/storage/TQJ8EW4G/Vuong et al. - 2020 - Characteristics of retracted articles based on ret.pdf","","RetractionReviewBib-v1-2020-10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
